-5, 1.34292, 0.958924
-4.99022, 1.33615, 0.961651
-4.98045, 1.32938, 0.964286
-4.97067, 1.32261, 0.966829
-4.9609, 1.31584, 0.96928
-4.95112, 1.30907, 0.971638
-4.94135, 1.3023, 0.973903
-4.93157, 1.29553, 0.976075
-4.9218, 1.28876, 0.978154
-4.91202, 1.28198, 0.980139
-4.90225, 1.27521, 0.982031
-4.89247, 1.26844, 0.983829
-4.8827, 1.26167, 0.985532
-4.87292, 1.2549, 0.987142
-4.86315, 1.24813, 0.988657
-4.85337, 1.24136, 0.990078
-4.8436, 1.23459, 0.991405
-4.83382, 1.22782, 0.992636
-4.82405, 1.22104, 0.993773
-4.81427, 1.21427, 0.994814
-4.8045, 1.2075, 0.995761
-4.79472, 1.20073, 0.996613
-4.78495, 1.19396, 0.997369
-4.77517, 1.18719, 0.99803
-4.7654, 1.18042, 0.998595
-4.75562, 1.17365, 0.999066
-4.74585, 1.16687, 0.99944
-4.73607, 1.1601, 0.99972
-4.72629, 1.15333, 0.999903
-4.71652, 1.14656, 0.999991
-4.70674, 1.13979, 0.999984
-4.69697, 1.13302, 0.999881
-4.68719, 1.12625, 0.999683
-4.67742, 1.11948, 0.999389
-4.66764, 1.11271, 0.998999
-4.65787, 1.10593, 0.998514
-4.64809, 1.09916, 0.997934
-4.63832, 1.09239, 0.997258
-4.62854, 1.08562, 0.996487
-4.61877, 1.07885, 0.995621
-4.60899, 1.07208, 0.994659
-4.59922, 1.06531, 0.993603
-4.58944, 1.05854, 0.992452
-4.57967, 1.05177, 0.991205
-4.56989, 1.04499, 0.989865
-4.56012, 1.03822, 0.988429
-4.55034, 1.03145, 0.986899
-4.54057, 1.02468, 0.985275
-4.53079, 1.01791, 0.983557
-4.52102, 1.01114, 0.981744
-4.51124, 1.00437, 0.979838
-4.50147, 0.997597, 0.977838
-4.49169, 0.990826, 0.975745
-4.48192, 0.984055, 0.973558
-4.47214, 0.977283, 0.971279
-4.46237, 0.970512, 0.968907
-4.45259, 0.963741, 0.966442
-4.44282, 0.95697, 0.963885
-4.43304, 0.950199, 0.961235
-4.42326, 0.943428, 0.958494
-4.41349, 0.936657, 0.955661
-4.40371, 0.929886, 0.952737
-4.39394, 0.923114, 0.949722
-4.38416, 0.916343, 0.946616
-4.37439, 0.908955, 0.94342
-4.36461, 0.901139, 0.940133
-4.35484, 0.893322, 0.936757
-4.34506, 0.885506, 0.933291
-4.33529, 0.87769, 0.929736
-4.32551, 0.869874, 0.926092
-4.31574, 0.862057, 0.92236
-4.30596, 0.854241, 0.91854
-4.29619, 0.846424, 0.914631
-4.28641, 0.838608, 0.910636
-4.27664, 0.830791, 0.906553
-4.26686, 0.822975, 0.902384
-4.25709, 0.815159, 0.898128
-4.24731, 0.807342, 0.893787
-4.23754, 0.799526, 0.88936
-4.22776, 0.791709, 0.884848
-4.21799, 0.783893, 0.880252
-4.20821, 0.776077, 0.875572
-4.19844, 0.76826, 0.870808
-4.18866, 0.760444, 0.865961
-4.17889, 0.752627, 0.861031
-4.16911, 0.744811, 0.856018
-4.15934, 0.736994, 0.850924
-4.14956, 0.729178, 0.845749
-4.13978, 0.721362, 0.840493
-4.13001, 0.713545, 0.835156
-4.12023, 0.705729, 0.82974
-4.11046, 0.697912, 0.824244
-4.10068, 0.690096, 0.81867
-4.09091, 0.68228, 0.813018
-4.08113, 0.674463, 0.807287
-4.07136, 0.666647, 0.80148
-4.06158, 0.658831, 0.795596
-4.05181, 0.651014, 0.789636
-4.04203, 0.643198, 0.783601
-4.03226, 0.635381, 0.77749
-4.02248, 0.627564, 0.771306
-4.01271, 0.619748, 0.765047
-4.00293, 0.611932, 0.758716
-3.99316, 0.604116, 0.752312
-3.98338, 0.596299, 0.745836
-3.97361, 0.588483, 0.739289
-3.96383, 0.580667, 0.732672
-3.95406, 0.57285, 0.725984
-3.94428, 0.565034, 0.719227
-3.93451, 0.557218, 0.712401
-3.92473, 0.549401, 0.705507
-3.91496, 0.541585, 0.698546
-3.90518, 0.533768, 0.691518
-3.89541, 0.525952, 0.684424
-3.88563, 0.518136, 0.677264
-3.87586, 0.510319, 0.67004
-3.86608, 0.502503, 0.662752
-3.8563, 0.494686, 0.6554
-3.84653, 0.48687, 0.647986
-3.83675, 0.479054, 0.64051
-3.82698, 0.471237, 0.632972
-3.8172, 0.463421, 0.625375
-3.80743, 0.455604, 0.617717
-3.79765, 0.447788, 0.610001
-3.78788, 0.439972, 0.602226
-3.7781, 0.432155, 0.594393
-3.76833, 0.424339, 0.586504
-3.75855, 0.416523, 0.578559
-3.74878, 0.408706, 0.570558
-3.739, 0.40089, 0.562503
-3.72923, 0.393074, 0.554394
-3.71945, 0.385257, 0.546233
-3.70968, 0.377441, 0.538019
-3.6999, 0.369624, 0.529753
-3.69013, 0.361808, 0.521437
-3.68035, 0.353991, 0.513071
-3.67058, 0.346175, 0.504657
-3.6608, 0.338359, 0.496194
-3.65103, 0.330542, 0.487683
-3.64125, 0.322726, 0.479126
-3.63148, 0.31491, 0.470523
-3.6217, 0.307093, 0.461875
-3.61193, 0.299276, 0.453183
-3.60215, 0.29146, 0.444448
-3.59238, 0.283643, 0.43567
-3.5826, 0.275827, 0.426851
-3.57282, 0.268011, 0.417991
-3.56305, 0.260195, 0.409091
-3.55327, 0.252378, 0.400151
-3.5435, 0.244562, 0.391174
-3.53372, 0.236745, 0.382159
-3.52395, 0.228929, 0.373108
-3.51417, 0.221113, 0.364021
-3.5044, 0.213296, 0.354899
-3.49462, 0.20548, 0.345743
-3.48485, 0.197663, 0.336555
-3.47507, 0.189847, 0.327334
-3.4653, 0.182031, 0.318082
-3.45552, 0.174214, 0.308799
-3.44575, 0.166398, 0.299487
-3.43597, 0.158582, 0.290147
-3.4262, 0.150765, 0.280778
-3.41642, 0.142949, 0.271383
-3.40665, 0.135132, 0.261962
-3.39687, 0.127316, 0.252516
-3.3871, 0.1195, 0.243045
-3.37732, 0.111683, 0.233552
-3.36755, 0.103867, 0.224036
-3.35777, 0.0960505, 0.214499
-3.348, 0.0882339, 0.204941
-3.33822, 0.0804176, 0.195364
-3.32845, 0.0726013, 0.185768
-3.31867, 0.0647848, 0.176154
-3.3089, 0.0569686, 0.166523
-3.29912, 0.049152, 0.156877
-3.28935, 0.0413357, 0.147215
-3.27957, 0.0335193, 0.13754
-3.26979, 0.025703, 0.127851
-3.26002, 0.0178869, 0.11815
-3.25024, 0.0100702, 0.108438
-3.24047, 0.00225371, 0.0987155
-3.23069, -0.00556242, 0.0889836
-3.22092, -0.0133789, 0.0792431
-3.21114, -0.0211954, 0.069495
-3.20137, -0.0290118, 0.0597403
-3.19159, -0.0368283, 0.0499799
-3.18182, -0.0446445, 0.0402147
-3.17204, -0.0524607, 0.0304457
-3.16227, -0.0602773, 0.0206738
-3.15249, -0.0680938, 0.0108999
-3.14272, -0.07591, 0.00112495
-3.13294, -0.0837265, -0.00865011
-3.12317, -0.091543, -0.0184246
-3.11339, -0.0993596, -0.028197
-3.10362, -0.107176, -0.0379668
-3.09384, -0.114992, -0.047733
-3.08407, -0.122809, -0.0574945
-3.07429, -0.130625, -0.0672506
-3.06452, -0.138441, -0.0770003
-3.05474, -0.146258, -0.0867426
-3.04497, -0.154074, -0.0964766
-3.03519, -0.16189, -0.106201
-3.02542, -0.169707, -0.115916
-3.01564, -0.177523, -0.12562
-3.00587, -0.18534, -0.135311
-2.99609, -0.193156, -0.14499
-2.98631, -0.200972, -0.154655
-2.97654, -0.208789, -0.164305
-2.96676, -0.216605, -0.173939
-2.95699, -0.224422, -0.183557
-2.94721, -0.232238, -0.193157
-2.93744, -0.240054, -0.202738
-2.92766, -0.247871, -0.212301
-2.91789, -0.255687, -0.221843
-2.90811, -0.263503, -0.231364
-2.89834, -0.27132, -0.240862
-2.88856, -0.279136, -0.250338
-2.87879, -0.286953, -0.25979
-2.86901, -0.294769, -0.269217
-2.85924, -0.302586, -0.278618
-2.84946, -0.310402, -0.287993
-2.83969, -0.318218, -0.29734
-2.82991, -0.326035, -0.306659
-2.82014, -0.333851, -0.315948
-2.81036, -0.341668, -0.325207
-2.80059, -0.349484, -0.334436
-2.79081, -0.3573, -0.343632
-2.78104, -0.365117, -0.352795
-2.77126, -0.372933, -0.361925
-2.76149, -0.380749, -0.37102
-2.75171, -0.388566, -0.380079
-2.74194, -0.396382, -0.389103
-2.73216, -0.404199, -0.398089
-2.72239, -0.412015, -0.407037
-2.71261, -0.419831, -0.415946
-2.70283, -0.427648, -0.424815
-2.69306, -0.435464, -0.433644
-2.68328, -0.443281, -0.442431
-2.67351, -0.451097, -0.451177
-2.66373, -0.458913, -0.459879
-2.65396, -0.46673, -0.468537
-2.64418, -0.474546, -0.47715
-2.63441, -0.482362, -0.485718
-2.62463, -0.490179, -0.494239
-2.61486, -0.497995, -0.502713
-2.60508, -0.505812, -0.511139
-2.59531, -0.513628, -0.519516
-2.58553, -0.521444, -0.527844
-2.57576, -0.529261, -0.536121
-2.56598, -0.537077, -0.544347
-2.55621, -0.544894, -0.552521
-2.54643, -0.55271, -0.560642
-2.53666, -0.560526, -0.568709
-2.52688, -0.568343, -0.576722
-2.51711, -0.576159, -0.58468
-2.50733, -0.583976, -0.592583
-2.49756, -0.591792, -0.600428
-2.48778, -0.599608, -0.608216
-2.47801, -0.607425, -0.615946
-2.46823, -0.615241, -0.623618
-2.45846, -0.623057, -0.631229
-2.44868, -0.630874, -0.638781
-2.43891, -0.63869, -0.646271
-2.42913, -0.646507, -0.653699
-2.41935, -0.654323, -0.661065
-2.40958, -0.662139, -0.668368
-2.3998, -0.669487, -0.675607
-2.39003, -0.676193, -0.682782
-2.38025, -0.682899, -0.689891
-2.37048, -0.689605, -0.696934
-2.3607, -0.696312, -0.703911
-2.35093, -0.703018, -0.710821
-2.34115, -0.709724, -0.717662
-2.33138, -0.71643, -0.724435
-2.3216, -0.723137, -0.731139
-2.31183, -0.729843, -0.737773
-2.30205, -0.736549, -0.744336
-2.29228, -0.743255, -0.750828
-2.2825, -0.749961, -0.757249
-2.27273, -0.756668, -0.763597
-2.26295, -0.763374, -0.769872
-2.25318, -0.77008, -0.776074
-2.2434, -0.775606, -0.782201
-2.23363, -0.780616, -0.788254
-2.22385, -0.785627, -0.794231
-2.21408, -0.790638, -0.800133
-2.2043, -0.795649, -0.805958
-2.19453, -0.80066, -0.811706
-2.18475, -0.805589, -0.817376
-2.17498, -0.810012, -0.822969
-2.1652, -0.814435, -0.828482
-2.15543, -0.818859, -0.833917
-2.14565, -0.823282, -0.839272
-2.13587, -0.827705, -0.844546
-2.1261, -0.832128, -0.84974
-2.11632, -0.836551, -0.854853
-2.10655, -0.840975, -0.859885
-2.09677, -0.845398, -0.864833
-2.087, -0.84971, -0.8697
-2.07722, -0.854006, -0.874483
-2.06745, -0.858301, -0.879183
-2.05767, -0.862597, -0.883798
-2.0479, -0.866892, -0.888329
-2.03812, -0.871187, -0.892776
-2.02835, -0.875483, -0.897137
-2.01857, -0.879778, -0.901412
-2.0088, -0.884074, -0.905601
-1.99902, -0.888369, -0.909704
-1.98925, -0.892664, -0.913719
-1.97947, -0.89696, -0.917648
-1.9697, -0.901255, -0.921489
-1.95992, -0.905551, -0.925241
-1.95015, -0.909846, -0.928905
-1.94037, -0.914142, -0.932481
-1.9306, -0.918437, -0.935967
-1.92082, -0.922732, -0.939364
-1.91105, -0.927028, -0.942671
-1.90127, -0.931323, -0.945889
-1.8915, -0.935619, -0.949015
-1.88172, -0.939914, -0.952051
-1.87195, -0.94421, -0.954996
-1.86217, -0.948505, -0.95785
-1.85239, -0.9528, -0.960612
-1.84262, -0.957096, -0.963283
-1.83284, -0.961391, -0.965861
-1.82307, -0.965687, -0.968348
-1.81329, -0.969982, -0.970741
-1.80352, -0.974277, -0.973042
-1.79374, -0.976628, -0.97525
-1.78397, -0.977892, -0.977365
-1.77419, -0.979156, -0.979386
-1.76442, -0.98042, -0.981314
-1.75464, -0.981683, -0.983148
-1.74487, -0.982947, -0.984888
-1.73509, -0.984211, -0.986534
-1.72532, -0.985475, -0.988085
-1.71554, -0.986739, -0.989543
-1.70577, -0.988003, -0.990905
-1.69599, -0.989267, -0.992173
-1.68622, -0.990531, -0.993346
-1.67644, -0.991795, -0.994425
-1.66667, -0.993059, -0.995408
-1.65689, -0.994323, -0.996296
-1.64712, -0.995587, -0.997089
-1.63734, -0.996851, -0.997787
-1.62757, -0.998114, -0.998389
-1.61779, -0.999378, -0.998896
-1.60802, -1.00064, -0.999307
-1.59824, -1.00191, -0.999623
-1.58847, -1.00317, -0.999844
-1.57869, -1.00443, -0.999969
-1.56892, -1.0057, -0.999998
-1.55914, -1.00696, -0.999932
-1.54936, -1.00823, -0.99977
-1.53959, -1.00949, -0.999513
-1.52981, -1.01075, -0.99916
-1.52004, -1.01202, -0.998712
-1.51026, -1.01328, -0.998168
-1.50049, -1.01455, -0.997529
-1.49071, -1.01278, -0.996795
-1.48094, -1.01065, -0.995965
-1.47116, -1.00851, -0.995041
-1.46139, -1.00637, -0.994021
-1.45161, -1.00424, -0.992906
-1.44184, -1.0021, -0.991696
-1.43206, -0.999966, -0.990392
-1.42229, -0.997831, -0.988993
-1.41251, -0.995695, -0.987499
-1.40274, -0.993559, -0.985911
-1.39296, -0.991423, -0.984229
-1.38319, -0.989287, -0.982453
-1.37341, -0.987152, -0.980583
-1.36364, -0.985016, -0.978619
-1.35386, -0.98288, -0.976562
-1.34409, -0.980744, -0.974411
-1.33431, -0.978608, -0.972167
-1.32454, -0.976473, -0.969831
-1.31476, -0.974337, -0.967402
